RHC,50,0.11445808384516515
SA,50,0.11737796591085999
GA,50,0.1495288187388887
RHC,50,0.1384059301538321
SA,50,0.1211529864635008
GA,50,0.1774261202914752
RHC,50,0.11558068471623913
SA,50,0.11518640193345221
GA,50,0.13503821080538533
RHC,50,0.12113727450582955
SA,50,0.12179707234430019
GA,50,0.1357011650504718
RHC,50,0.1155181568673445
SA,50,0.13820917495063997
GA,50,0.14813235735620997
RHC,50,0.12765509615915435
SA,50,0.12340049001938358
GA,50,0.1450920213623505
RHC,50,0.1134622613526915
SA,50,0.1279841237967579
GA,50,0.14063152309769306
RHC,50,0.133016505561811
SA,50,0.1350183098856955
GA,50,0.15000601468305857
RHC,50,0.11848433676360197
SA,50,0.11177352875612434
GA,50,0.1314187454455843
RHC,50,0.1283396695783919
SA,50,0.11980237985113901
GA,50,0.13936364370659823
RHC,100,0.07412155892859862
SA,100,0.08408080711121091
GA,100,0.1054658134818228
RHC,100,0.07566288729672052
SA,100,0.07571634254117392
GA,100,0.10310456974051449
RHC,100,0.07055438773979245
SA,100,0.07534253775307248
GA,100,0.10515435557822458
RHC,100,0.07396328822918306
SA,100,0.07387949973756741
GA,100,0.10332297998771739
RHC,100,0.07421124883746648
SA,100,0.07908385252885505
GA,100,0.09214682315365746
RHC,100,0.08711993799067269
SA,100,0.0705204732462799
GA,100,0.09247133359277204
RHC,100,0.0708130652012551
SA,100,0.08054254603735733
GA,100,0.09658991025899497
RHC,100,0.07885907547948294
SA,100,0.07465647714589543
GA,100,0.08379498866418902
RHC,100,0.0698160111612195
SA,100,0.07050943575776784
GA,100,0.09803512709191073
RHC,100,0.07340866035068182
SA,100,0.07613219713840973
GA,100,0.1122183334353452
RHC,150,0.05810373352431993
SA,150,0.0529297211427058
GA,150,0.07790529575322742
RHC,150,0.053877749616040256
SA,150,0.054037737225874204
GA,150,0.06696462181540262
RHC,150,0.04874487450035142
SA,150,0.05431185954621955
GA,150,0.08128509954534477
RHC,150,0.048800330457543374
SA,150,0.052749327345300294
GA,150,0.07468701439995445
RHC,150,0.061225087416192245
SA,150,0.058086173621314165
GA,150,0.07887676498236772
RHC,150,0.05493874958626224
SA,150,0.057544891736995736
GA,150,0.08722511342732193
RHC,150,0.04968332439137351
SA,150,0.055955409913967295
GA,150,0.06762223414515658
RHC,150,0.05144417741339424
SA,150,0.05707674246454536
GA,150,0.07043896026721372
RHC,150,0.05924725962846974
SA,150,0.052377650854449155
GA,150,0.07621210889115917
RHC,150,0.06315538403009413
SA,150,0.06005622491912518
GA,150,0.08091412164315642
RHC,200,0.04602450943038871
SA,200,0.04401939112878303
GA,200,0.0751675475285473
RHC,200,0.046421096415270535
SA,200,0.041469012881858114
GA,200,0.06438906477019092
RHC,200,0.04322900601528557
SA,200,0.04484761492066325
GA,200,0.06432725807569713
RHC,200,0.04602857545017388
SA,200,0.04445178917798014
GA,200,0.06154503059619962
RHC,200,0.03946928468450532
SA,200,0.03875816423512498
GA,200,0.06177989807572331
RHC,200,0.043878162380713855
SA,200,0.048533355403116984
GA,200,0.06471962118928692
RHC,200,0.04628550919611469
SA,200,0.04506481019985047
GA,200,0.06418421148892124
RHC,200,0.04602315350322705
SA,200,0.04253633471425009
GA,200,0.0615142065697068
RHC,200,0.04895624073223608
SA,200,0.04589531977680486
GA,200,0.05805405936904316
RHC,200,0.04660101586609392
SA,200,0.0447695435770976
GA,200,0.0599800829678632
RHC,250,0.03742994083235104
SA,250,0.03886824714377212
GA,250,0.05897733966123985
RHC,250,0.03522309379063383
SA,250,0.03743797284410045
GA,250,0.052465824603139775
RHC,250,0.04040584365823494
SA,250,0.03971400824078042
GA,250,0.051221702249402305
RHC,250,0.03480746733209585
SA,250,0.040510981261639226
GA,250,0.05561970886085517
RHC,250,0.03591287498770096
SA,250,0.039340869433971165
GA,250,0.06492045822605298
RHC,250,0.03946432473709969
SA,250,0.03608068594652147
GA,250,0.05620228727163688
RHC,250,0.039219762640003084
SA,250,0.04008303283141662
GA,250,0.06089858328034879
RHC,250,0.039045456299928616
SA,250,0.03962441894243876
GA,250,0.057064634120281475
RHC,250,0.039317726679554466
SA,250,0.03935787505958032
GA,250,0.05434601408077809
RHC,250,0.0391624674380227
SA,250,0.03617780706971909
GA,250,0.05429684337332669
RHC,300,0.02896427883440606
SA,300,0.030505430054937204
GA,300,0.05003137861380235
RHC,300,0.03088551096480908
SA,300,0.02941118521011699
GA,300,0.04611127307283954
RHC,300,0.02973193950188373
SA,300,0.02937167088448364
GA,300,0.053589459263904946
RHC,300,0.03269123450783079
SA,300,0.02954866989685083
GA,300,0.04972971899020094
RHC,300,0.03020435623395845
SA,300,0.03263055750359329
GA,300,0.051928278185854944
RHC,300,0.03148051708641792
SA,300,0.03075498476833972
GA,300,0.04467760070247827
RHC,300,0.031563837246023865
SA,300,0.034839098388513214
GA,300,0.0483205755969477
RHC,300,0.032141398636769104
SA,300,0.031184696026715166
GA,300,0.05038763746130538
RHC,300,0.029442428647919742
SA,300,0.03052434845928394
GA,300,0.04975629210154854
RHC,300,0.03239409475787479
SA,300,0.03080789630354101
GA,300,0.0550965779214402
RHC,350,0.028016119484876
SA,350,0.02874004679264629
GA,350,0.04270098488306204
RHC,350,0.026667891921662936
SA,350,0.027203010718801483
GA,350,0.041690515353505604
RHC,350,0.027100955748611873
SA,350,0.02445554219300873
GA,350,0.04479377808231406
RHC,350,0.026012062413172964
SA,350,0.026098735862804496
GA,350,0.04188990652676039
RHC,350,0.02722890433154048
SA,350,0.02665343957203313
GA,350,0.03913351186911289
RHC,350,0.02540889030185988
SA,350,0.028213364344851798
GA,350,0.04189593713993655
RHC,350,0.026914976933037474
SA,350,0.024608144842179217
GA,350,0.04566505926904125
RHC,350,0.028795462442632976
SA,350,0.02752719803228278
GA,350,0.042925408377445885
RHC,350,0.02610853936704111
SA,350,0.026606090038415024
GA,350,0.04009738903325833
RHC,350,0.027569067976283432
SA,350,0.027488036591009325
GA,350,0.03924835167957979
RHC,400,0.024637697055836346
SA,400,0.023984894961929612
GA,400,0.03841070545905065
RHC,400,0.023921193381524444
SA,400,0.024232313716660923
GA,400,0.04045817453210577
RHC,400,0.023777709296464066
SA,400,0.02285034752375994
GA,400,0.04258736949403183
RHC,400,0.023183819747697405
SA,400,0.023350828479536907
GA,400,0.0459597889091335
RHC,400,0.02281901560027518
SA,400,0.023906523219835097
GA,400,0.03855206670256932
RHC,400,0.025322038123483652
SA,400,0.023932781079264893
GA,400,0.04295577638103636
RHC,400,0.022654666380158783
SA,400,0.022271976681141746
GA,400,0.0404057963384933
RHC,400,0.0215784465415495
SA,400,0.022969913852754032
GA,400,0.03733960892027722
RHC,400,0.021866238276944797
SA,400,0.023085054261384522
GA,400,0.0388032997051527
RHC,400,0.022579082949652628
SA,400,0.024036921606774203
GA,400,0.04277792132402971
RHC,450,0.02079101449299965
SA,450,0.02005601282191832
GA,450,0.03954537355471708
RHC,450,0.019235356919329767
SA,450,0.020309513660349526
GA,450,0.04219389585633494
RHC,450,0.020447208723940936
SA,450,0.020057140515437364
GA,450,0.03711225431115944
RHC,450,0.02249388956132107
SA,450,0.02263973437495572
GA,450,0.034152928826344076
RHC,450,0.020869435645034677
SA,450,0.020764620423296284
GA,450,0.03503826171109278
RHC,450,0.01951566806248108
SA,450,0.020017417855420223
GA,450,0.03964522936458027
RHC,450,0.02029007857666098
SA,450,0.020190191457781344
GA,450,0.033497033588087706
RHC,450,0.02064245074439606
SA,450,0.021442765116538042
GA,450,0.031230936589662122
RHC,450,0.0200978750612903
SA,450,0.02045699696756678
GA,450,0.03582240879828492
RHC,450,0.019693609079968352
SA,450,0.02096473982690247
GA,450,0.036256197794533394
RHC,500,0.01786396665255174
SA,500,0.01866228570522967
GA,500,0.03492028694602131
RHC,500,0.018078313746334222
SA,500,0.01745800008181157
GA,500,0.03308986602842958
RHC,500,0.01857417282040568
SA,500,0.017577642469341168
GA,500,0.03509667978081813
RHC,500,0.018165654143000656
SA,500,0.01772358705506256
GA,500,0.03499864053929437
RHC,500,0.017827409218507447
SA,500,0.018889641588083456
GA,500,0.03979845549049765
RHC,500,0.018111562646889654
SA,500,0.01944307010759964
GA,500,0.03030658145901635
RHC,500,0.018237041263902052
SA,500,0.017875658712753966
GA,500,0.028834818211917773
RHC,500,0.01857501337713979
SA,500,0.019497951658151862
GA,500,0.04073463160295728
RHC,500,0.016952106438563323
SA,500,0.017533471507674325
GA,500,0.04249247608959981
RHC,500,0.0179614483544499
SA,500,0.01842809046185451
GA,500,0.03263369507667411
